person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_exp_ratio,credit_score_per_year,high_risk_flag,age_bin,edu_income_interaction,true_label,prediction,interpretability
23.0,1,55005.0,0,10000.0,10.99,0.18,3.0,658,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,164.5,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
25.0,1,60498.0,2,9250.0,13.79,0.15,2.0,607,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.07692307692307693,202.33333333333334,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,0,183304.0,6,17525.0,12.72,0.1,7.0,569,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.1935483870967742,71.125,0,1,0.0,0,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score <= 0.463 → loan_amnt > 0.435 → credit_score_per_year <= 0.718 → credit_score > 0.379
24.0,0,39682.0,2,1500.0,9.91,0.04,3.0,587,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.08,146.75,0,0,39682.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.582 → loan_intent_VENTURE <= 0.500 → loan_amnt <= 0.089
28.0,1,39745.0,7,5000.0,7.14,0.13,7.0,601,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2413793103448276,75.125,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.582 → loan_intent_VENTURE <= 0.500 → loan_amnt > 0.089
27.0,0,57773.0,7,4000.0,15.33,0.07,10.0,656,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,59.63636363636363,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
30.0,1,33149.0,6,4515.0,11.13,0.14,7.0,528,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1935483870967742,66.0,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,114040.0,4,5000.0,7.68,0.04,3.0,636,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.14814814814814814,159.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,101819.0,4,15000.0,6.03,0.15,6.0,603,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.14285714285714285,86.14285714285714,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
73.0,0,47877.0,48,1800.0,12.53,0.04,21.0,684,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6486486486486487,31.09090909090909,0,4,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
29.0,0,26206.0,4,8000.0,11.71,0.31,7.0,583,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13333333333333333,72.875,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
25.0,0,71604.0,4,3000.0,16.29,0.04,3.0,673,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.15384615384615385,168.25,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL > 0.500 → credit_score <= 0.732
42.0,0,51459.0,21,4200.0,13.35,0.08,17.0,616,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.4883720930232558,34.22222222222222,0,2,51459.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,26871.0,1,2400.0,15.23,0.09,4.0,598,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.041666666666666664,119.6,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
21.0,0,20259.0,0,1000.0,15.65,0.05,3.0,604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,151.0,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE > 0.500 → credit_score <= 0.683 → loan_int_rate > 0.677
23.0,1,193086.0,0,12000.0,5.42,0.06,4.0,548,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,109.6,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
43.0,0,60731.0,15,4500.0,10.74,0.07,16.0,628,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.3409090909090909,36.94117647058823,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
34.0,0,166558.0,14,20951.0,18.65,0.13,10.0,659,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4,59.90909090909091,1,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE > 0.500 → credit_score > 0.570
31.0,1,53998.0,7,12000.0,17.27,0.22,7.0,607,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.21875,75.875,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
25.0,0,46958.0,3,10000.0,7.29,0.21,2.0,472,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.11538461538461539,157.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,150087.0,0,1850.0,11.01,0.01,4.0,680,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,136.0,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate <= 0.509 → credit_score > 0.532
26.0,0,27399.0,4,1750.0,11.01,0.06,3.0,664,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.14814814814814814,166.0,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
23.0,0,94644.0,1,24000.0,13.92,0.25,3.0,613,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.041666666666666664,153.25,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income <= 0.386 → person_income > 0.017 → person_income > 0.017 → person_income <= 0.036 → credit_score_per_year <= 0.907 → loan_intent_EDUCATION <= 0.500 → loan_int_rate > 0.297
58.0,0,54761.0,35,3500.0,6.76,0.06,20.0,730,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.5932203389830508,34.76190476190476,0,3,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
22.0,1,118447.0,0,25000.0,10.25,0.21,3.0,638,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,159.5,0,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
38.0,0,151977.0,15,2400.0,11.01,0.02,14.0,683,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.38461538461538464,45.53333333333333,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,80447.0,0,9895.0,15.52,0.12,4.0,540,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,108.0,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION > 0.500 → cb_person_cred_hist_length <= 0.911 → person_income <= 0.047 → credit_score_per_year <= 0.853
35.0,1,61917.0,14,8000.0,10.2,0.13,15.0,693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3888888888888889,43.3125,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
25.0,1,116238.0,6,4768.0,11.42,0.04,4.0,514,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.23076923076923078,102.8,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,129681.0,6,8000.0,6.76,0.06,9.0,682,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.20689655172413793,68.2,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
27.0,0,57226.0,8,7750.0,11.01,0.14,7.0,663,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2857142857142857,82.875,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
22.0,0,86011.0,0,3000.0,14.65,0.03,4.0,704,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,140.8,0,0,86011.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income > 0.017 → loan_intent_DEBTCONSOLIDATION <= 0.500 → person_income <= 0.046 → credit_score > 0.527 → person_income > 0.017
34.0,0,40466.0,8,4500.0,11.01,0.11,9.0,603,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.22857142857142856,60.3,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,58509.0,2,1500.0,10.36,0.03,3.0,690,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.07692307692307693,172.5,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
39.0,0,109423.0,20,4600.0,11.11,0.04,11.0,570,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,47.5,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,217024.0,1,12000.0,9.63,0.06,4.0,637,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.037037037037037035,127.4,0,1,217024.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,69722.0,2,12000.0,15.31,0.17,4.0,555,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.07692307692307693,111.0,1,0,69722.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
28.0,1,70058.0,4,23000.0,11.01,0.33,7.0,501,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.13793103448275862,62.625,0,1,70058.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,62537.0,4,8000.0,9.58,0.13,9.0,663,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.13793103448275862,66.3,0,1,62537.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
35.0,1,13767.0,16,2500.0,14.84,0.18,5.0,669,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.4444444444444444,111.5,1,1,13767.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION > 0.500 → loan_int_rate <= 0.690 → credit_score <= 0.734 → loan_amnt > 0.051
25.0,1,38246.0,4,4000.0,12.61,0.1,3.0,603,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.15384615384615385,150.75,0,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.547 → credit_score > 0.331
28.0,1,46613.0,4,8400.0,7.51,0.18,7.0,597,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.13793103448275862,74.625,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
29.0,1,73294.0,9,14125.0,13.49,0.19,5.0,699,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3,116.5,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,33399.0,2,2489.0,6.05,0.07,5.0,640,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.08695652173913043,106.66666666666667,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.582 → loan_intent_VENTURE <= 0.500 → credit_score_per_year > 0.039
37.0,0,61074.0,16,8000.0,11.01,0.13,16.0,692,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.42105263157894735,40.705882352941174,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
29.0,1,41702.0,6,4000.0,13.47,0.1,7.0,634,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2,79.25,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
27.0,0,61011.0,4,8000.0,13.43,0.13,10.0,702,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14285714285714285,63.81818181818182,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,221559.0,2,2500.0,11.83,0.01,2.0,583,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.08333333333333333,194.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,0,43180.0,0,8000.0,9.91,0.19,3.0,659,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,164.75,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.582 → loan_intent_VENTURE > 0.500
32.0,0,70613.0,8,17500.0,13.46,0.25,9.0,608,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.24242424242424243,60.8,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,0,42986.0,7,11700.0,13.06,0.27,9.0,700,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.21875,70.0,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
29.0,1,16687.0,2,7109.0,8.78,0.43,7.0,587,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667,73.375,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
25.0,0,120834.0,3,15000.0,7.12,0.12,3.0,678,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.11538461538461539,169.5,0,0,120834.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,43742.0,4,10000.0,13.49,0.23,3.0,596,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.16,149.0,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,55979.0,7,2000.0,11.01,0.04,3.0,509,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.25925925925925924,127.25,0,1,55979.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,1,128198.0,8,2400.0,9.63,0.02,6.0,680,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,97.14285714285714,0,1,128198.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,35393.0,0,6000.0,11.01,0.17,3.0,622,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,155.5,0,0,35393.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,48385.0,3,1325.0,6.62,0.03,2.0,690,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.12,230.0,0,0,48385.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,62181.0,3,20400.0,17.74,0.33,6.0,616,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.10344827586206896,88.0,1,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate > 0.594 → loan_intent_MEDICAL > 0.500 → person_home_ownership_OWN > 0.500 → loan_percent_income <= 0.508
27.0,1,60036.0,5,7500.0,16.32,0.12,7.0,697,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.17857142857142858,87.125,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
25.0,0,43184.0,4,4800.0,11.14,0.11,2.0,621,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.15384615384615385,207.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,72841.0,6,6000.0,10.99,0.08,6.0,598,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.20689655172413793,85.42857142857143,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
24.0,1,65845.0,6,12000.0,8.49,0.18,4.0,575,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.24,115.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,22364.0,0,8500.0,11.01,0.38,3.0,644,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,161.0,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
23.0,0,65733.0,0,20000.0,14.84,0.3,3.0,592,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,148.0,1,0,65733.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
33.0,0,29781.0,6,1875.0,11.01,0.06,9.0,611,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.17647058823529413,61.1,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
33.0,0,52639.0,7,10000.0,13.35,0.19,10.0,632,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.20588235294117646,57.45454545454545,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,79112.0,1,15000.0,13.49,0.19,2.0,624,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.038461538461538464,208.0,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,98863.0,0,12000.0,13.55,0.12,4.0,523,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,104.6,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,122028.0,0,16000.0,7.51,0.13,2.0,540,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,180.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
40.0,1,28699.0,17,1500.0,7.29,0.05,16.0,656,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4146341463414634,38.588235294117645,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,45734.0,2,10500.0,11.01,0.23,2.0,665,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.08,221.66666666666666,0,0,45734.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
33.0,0,49123.0,13,16678.0,9.51,0.34,7.0,656,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.38235294117647056,82.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,101791.0,2,12000.0,10.81,0.12,4.0,672,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.07407407407407407,134.4,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
29.0,1,19316.0,7,5106.0,11.55,0.26,6.0,685,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.23333333333333334,97.85714285714286,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
29.0,0,38714.0,7,3000.0,11.01,0.08,6.0,656,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.23333333333333334,93.71428571428571,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,69451.0,2,6800.0,10.65,0.1,8.0,667,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.06896551724137931,74.11111111111111,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,90975.0,3,25000.0,16.07,0.27,8.0,681,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1111111111111111,75.66666666666667,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,73149.0,6,10000.0,13.22,0.14,7.0,685,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.21428571428571427,85.625,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate > 0.509 → person_income <= 0.028
22.0,0,47561.0,0,5000.0,6.99,0.11,2.0,520,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,173.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
38.0,0,61108.0,15,4000.0,7.88,0.07,12.0,608,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.38461538461538464,46.76923076923077,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
